,id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
44,4528897162,4528897162,CathyEngelbert,,CEO of Deloitte. Mom of two. Lehigh grad.,https://t.co/8rPl2NCxVS,11164,282,166,Fri Dec 18 21:56:58 +0000 2015,1508,True,1479,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 9, 'id_str': '982575496537001984', 'in_reply_to_screen_name': None, 'favorite_count': 0, 'contributors': None, 'favorited': False, 'created_at': 'Sat Apr 07 11:07:08 +0000 2018', 'is_quote_status': False, 'text': ""RT @janetfoutty: Love this! Keep pushing boundaries and looking for interesting problems to solve,  @aliciahatch You're an inspiration to m…"", 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 337929350, 'name': 'janet foutty', 'indices': [3, 15], 'id_str': '337929350', 'screen_name': 'janetfoutty'}, {'id': 14941488, 'name': 'Alicia Hatch', 'indices': [100, 112], 'id_str': '14941488', 'screen_name': 'aliciahatch'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'retweeted_status': {'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 9, 'id_str': '982325816649486337', 'in_reply_to_screen_name': None, 'favorite_count': 27, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Fri Apr 06 18:35:00 +0000 2018', 'is_quote_status': False, 'text': ""Love this! Keep pushing boundaries and looking for interesting problems to solve,  @aliciahatch You're an inspirati… https://t.co/HD5z5noYpB"", 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/982325816649486337', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/HD5z5noYpB', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 14941488, 'name': 'Alicia Hatch', 'indices': [83, 95], 'id_str': '14941488', 'screen_name': 'aliciahatch'}]}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>', 'id': 982325816649486337, 'contributors': None}, 'geo': None, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'id': 982575496537001984, 'lang': 'en'}",True,False,True,Cathy Engelbert,0
45,847934799666794496,847934799666794496,YuanqingLin,"Sunnyvale, CA",Former Head of Baidu Research #ArtificialIntelligence #computervision #deeplearning,,1721,12,56,Fri Mar 31 22:13:04 +0000 2017,11,False,18,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 108, 'id_str': '896040031436939266', 'in_reply_to_screen_name': None, 'favorite_count': 0, 'contributors': None, 'favorited': False, 'created_at': 'Fri Aug 11 16:06:05 +0000 2017', 'is_quote_status': False, 'text': 'RT @WIRED: Keep your eye on what Baidu is doing in the AI space https://t.co/qOVgCybqm0', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'http://bit.ly/2uFtpTo', 'display_url': 'bit.ly/2uFtpTo', 'url': 'https://t.co/qOVgCybqm0', 'indices': [64, 87]}], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 1344951, 'name': 'WIRED', 'indices': [3, 9], 'id_str': '1344951', 'screen_name': 'WIRED'}]}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'retweeted_status': {'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 108, 'id_str': '895965383282307072', 'in_reply_to_screen_name': None, 'favorite_count': 172, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Fri Aug 11 11:09:28 +0000 2017', 'is_quote_status': False, 'text': 'Keep your eye on what Baidu is doing in the AI space https://t.co/qOVgCybqm0', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'http://bit.ly/2uFtpTo', 'display_url': 'bit.ly/2uFtpTo', 'url': 'https://t.co/qOVgCybqm0', 'indices': [53, 76]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'id': 895965383282307072, 'contributors': None}, 'geo': None, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'id': 896040031436939266, 'lang': 'en'}",True,False,False,Yuanqing Lin,0
46,873235518993170432,873235518993170432,JohnFlannery_GE,"Boston, MA","Chairman & CEO of @GeneralElectric, the world’s digital industrial company. Avid reader. Allman Brothers fan. Proud father.",https://t.co/xBPrcxvbLm,11447,160,83,Fri Jun 09 17:49:06 +0000 2017,18,True,86,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 27, 'id_str': '979389249693913088', 'in_reply_to_screen_name': None, 'favorite_count': 139, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Thu Mar 29 16:06:07 +0000 2018', 'is_quote_status': False, 'text': 'Spent time with 150 of our global customers from across multiple industries. I consider customers our North Star, a… https://t.co/xNW4XA9STx', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/979389249693913088', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/xNW4XA9STx', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 979389249693913088, 'contributors': None}",True,False,True,John Flannery,0
47,877285031948853248,877285031948853248,VelodyneFounder,"Alameda, CA","Inventor, entrepreneur, and founder/CEO of Velodyne LiDAR",https://t.co/VAov6Xxnrp,136,56,7,Tue Jun 20 22:00:25 +0000 2017,19,False,28,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 3, 'id_str': '971053875741343744', 'in_reply_to_screen_name': None, 'favorite_count': 0, 'contributors': None, 'favorited': False, 'created_at': 'Tue Mar 06 16:04:19 +0000 2018', 'is_quote_status': False, 'text': 'RT @VelodyneLidar: Close your eyes. Picture a world in which roadway safety is no longer a dream, but a reality. Take a look at what we’re…', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 98726470, 'name': 'Velodyne LiDAR, Inc.', 'indices': [3, 17], 'id_str': '98726470', 'screen_name': 'VelodyneLidar'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'retweeted_status': {'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 3, 'id_str': '971053566705262592', 'in_reply_to_screen_name': None, 'favorite_count': 8, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Tue Mar 06 16:03:06 +0000 2018', 'is_quote_status': False, 'text': 'Close your eyes. Picture a world in which roadway safety is no longer a dream, but a reality. Take a look at what w… https://t.co/GQpVI4PsnB', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/971053566705262592', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/GQpVI4PsnB', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>', 'id': 971053566705262592, 'contributors': None}, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 971053875741343744, 'lang': 'en'}",True,False,True,David Hall,0
48,911297187664949248,911297187664949248,JeffDean,,"Senior Fellow, Google AI. Google Brain team lead and co-founder.  Co-designer/implementor of software systems like @TensorFlow, MapReduce, BigTable, Spanner, ..",https://t.co/ajoSG4YtsN,34365,617,485,Fri Sep 22 18:32:35 +0000 2017,615,True,373,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 49, 'quoted_status_id': 981200753640472576, 'id_str': '981931392031326213', 'in_reply_to_screen_name': None, 'favorite_count': 230, 'contributors': None, 'favorited': False, 'quoted_status_id_str': '981200753640472576', 'created_at': 'Thu Apr 05 16:27:41 +0000 2018', 'is_quote_status': True, 'text': 'Mirror, mirror, on the Air, what finger goeth there?\n\nAmazing what $1 for a mirror, some glue, a hinge and some sim… https://t.co/gSBUEnbD4Y', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/981931392031326213', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/gSBUEnbD4Y', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 981931392031326213, 'lang': 'en'}",True,False,False,Jeff Dean,0
49,932778844091834368,932778844091834368,AntonioNeri_HPE,"Palo Alto, CA","President & CEO, Hewlett Packard Enterprise",https://t.co/O9KgOYdWOo,1209,61,20,Tue Nov 21 01:13:01 +0000 2017,32,True,23,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 66, 'id_str': '978750358276202496', 'in_reply_to_screen_name': None, 'favorite_count': 91, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Tue Mar 27 21:47:24 +0000 2018', 'is_quote_status': False, 'text': 'As we continue to build an autonomous future for our customers, #AI is an essential part of that vision. That’s why… https://t.co/vh7h10wZe4', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/978750358276202496', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/vh7h10wZe4', 'indices': [117, 140]}], 'hashtags': [{'indices': [64, 67], 'text': 'AI'}], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 978750358276202496, 'contributors': None}",False,False,False,Antonio Neri,0
50,2241336974,2241336974,PrimeCoinCount,,"PrimeCoin Counter, automated",,50,10,6,Wed Dec 11 20:41:13 +0000 2013,0,False,23057,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '522817755939348480', 'in_reply_to_screen_name': None, 'favorite_count': 0, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Thu Oct 16 18:34:01 +0000 2014', 'is_quote_status': False, 'text': 'blocks\xa0[771150..771260]\nUnknown:\xa0\xa013\n\xa0\xa0\xa0\xa0beer\xa0\xa0blk:\xa0\xa0\xa00\xa0\xa00.0%\n\xa0\xa0\xa0ypool\xa0\xa0blk:\xa0\xa098\xa0\xa088.3%', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>', 'id': 522817755939348480, 'contributors': None}",True,False,False,PrimeCoin Count,1
51,2243413752,2243413752,very_scared,,bot,http://t.co/eEY4tw457r,2448,1,40,Fri Dec 13 05:45:28 +0000 2013,0,False,37394,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '982704391151955973', 'in_reply_to_screen_name': None, 'favorite_count': 1, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Sat Apr 07 19:39:19 +0000 2018', 'is_quote_status': False, 'text': 'i dont know what to do', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>', 'id': 982704391151955973, 'contributors': None}",True,False,False,Harvey,1
52,2256099668,2256099668,PriceOfDogecoin,TO THE MOON!,Donations Appreciated : D7C1ELtowbSvzy1DoSMuq7tGijjG3X1g2d,,1763,8,50,Sat Dec 21 06:49:02 +0000 2013,55,False,27851,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '698669292930224128', 'in_reply_to_screen_name': None, 'favorite_count': 1, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Sun Feb 14 00:45:14 +0000 2016', 'is_quote_status': False, 'text': ""I'll try to get this thing working again. Obviously not quite on top of things."", 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 698669292930224128, 'contributors': None}",True,False,False,The Price of DOGE,1
53,2257986397,2257986397,BitcoinSpreads,The Earth,"Tweeting quotes of 1 Bitcoin on Bitstamp, Kraken and Coinbase and spreads between them every hour.",,4431,16,208,Sun Dec 22 17:54:17 +0000 2013,0,False,66409,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '982694573293080576', 'in_reply_to_screen_name': None, 'favorite_count': 0, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Sat Apr 07 19:00:18 +0000 2018', 'is_quote_status': False, 'text': '1 #BTC (#Bitcoin) quotes:\n$6993.57/$7000.03 #Bitstamp\n$6995.00/$6998.40 #Kraken\n⇢$-5.03/$4.83\n$6947.04/$7016.87 #Coinbase\n⇢$-52.99/$23.30', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [{'indices': [2, 6], 'text': 'BTC'}, {'indices': [8, 16], 'text': 'Bitcoin'}, {'indices': [44, 53], 'text': 'Bitstamp'}, {'indices': [72, 79], 'text': 'Kraken'}, {'indices': [112, 121], 'text': 'Coinbase'}], 'symbols': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""https://github.com/ignacio/LuaOAuth/"" rel=""nofollow"">contributor</a>', 'id': 982694573293080576, 'contributors': None}",True,False,False,Bitcoin Spreads,1
54,2293904707,2293904707,plzasm,USA,Tweet me an Intel x86 instruction and I'll assemble it for you! Put #x64 in your tweet for 64-bit code. Created by @RedragonX and @DefuseSec.,https://t.co/j2tyaxkmp1,198,2,9,Thu Jan 16 05:32:14 +0000 2014,3,False,417,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '938289334251409409', 'in_reply_to_screen_name': None, 'favorite_count': 1, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Wed Dec 06 06:09:44 +0000 2017', 'is_quote_status': False, 'text': 'Going for repairs, see you all later.', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'id': 938289334251409409, 'contributors': None}",True,False,False,Assembly Bot,1
55,2361501445,2361501445,CointraqBot,,"Every hour, Cointraq Price Bot tweets the price of a randomly chosen coin worth at least $0.10",http://t.co/ZfJOwrc2xz,140,41,8,Tue Feb 25 18:39:39 +0000 2014,0,False,6345,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 1, 'id_str': '561702073566507008', 'in_reply_to_screen_name': None, 'favorite_count': 2, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Sun Feb 01 01:46:24 +0000 2015', 'is_quote_status': False, 'text': ""My circuits have gone haywire. I think I'm just going to retire and watch football. Please, never forget 0111011001110001010111"", 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 561702073566507008, 'contributors': None}",False,False,False,Cointraq Price Bot,1
56,2409405422,2409405422,dogepricebot,"Houston, TX","Follow me for hourly #Dogecoin and #BTC price updates! Written by @rydcunningham.
Very donate: DEUo583iMmpheT31pSEsGZTQJCghynCM89",,31,6,6,Mon Mar 24 18:42:35 +0000 2014,0,False,2395,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '566818587847819265', 'in_reply_to_screen_name': None, 'favorite_count': 1, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Sun Feb 15 04:37:36 +0000 2015', 'is_quote_status': False, 'text': '[02-14 22:37 CST]: The average #dogecoin price is now $0.000150, -1.1% decline (0.58 bits)', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [{'indices': [31, 40], 'text': 'dogecoin'}], 'symbols': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://dataraptor.tumblr.com"" rel=""nofollow"">Doge Price Bot</a>', 'id': 566818587847819265, 'contributors': None}",False,False,False,Doge Price Bot,1
57,2467156063,2467156063,botswifty,,Follow me & I'll turn your tweets into Tom Swifties // by @mcmoots,https://t.co/MDih6ptlob,110,109,15,Mon Apr 28 03:32:04 +0000 2014,0,False,3609,en,"{'in_reply_to_status_id_str': '633023685482409985', 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '633025075105673216', 'in_reply_to_screen_name': 'cryptbooks', 'favorite_count': 1, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Sun Aug 16 21:18:33 +0000 2015', 'is_quote_status': False, 'text': '""As you pay it forward, it follows you."", said @cryptbooks inimitably.', 'in_reply_to_status_id': 633023685482409985, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 3293239484, 'name': 'Âme Perdue', 'indices': [47, 58], 'id_str': '3293239484', 'screen_name': 'cryptbooks'}]}, 'in_reply_to_user_id_str': '3293239484', 'in_reply_to_user_id': 3293239484, 'truncated': False, 'geo': None, 'source': '<a href=""https://github.com/mcmoots/"" rel=""nofollow"">Twiboots</a>', 'id': 633025075105673216, 'contributors': None}",False,False,False,Robot T. Swifty,1
58,2478060493,2478060493,thegrugq_ebooks,"Yo, Thailand","It's been a good run. Now go listen to the other, more evolved propaganda bot - @thegrugq before it's shadowbanned as well",,5265,151,151,Mon May 05 08:45:50 +0000 2014,137,False,140745,en,"{'in_reply_to_status_id_str': '982696616065949696', 'place': None, 'coordinates': None, 'retweet_count': 1, 'id_str': '982696887928094720', 'in_reply_to_screen_name': 'joanwalsh', 'favorite_count': 0, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Sat Apr 07 19:09:30 +0000 2018', 'is_quote_status': False, 'text': '@joanwalsh the complexity of constitutes a cyber weapon is so multifaceted a topic that a few cliffhangers just bef… https://t.co/Ixdb1LsGAH', 'in_reply_to_status_id': 982696616065949696, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/982696887928094720', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/Ixdb1LsGAH', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 1106501, 'name': 'Joan Walsh', 'indices': [0, 10], 'id_str': '1106501', 'screen_name': 'joanwalsh'}]}, 'in_reply_to_user_id_str': '1106501', 'in_reply_to_user_id': 1106501, 'truncated': True, 'geo': None, 'source': '<a href=""http://www.surrendercontrol.com"" rel=""nofollow"">Orwell for Android</a>', 'id': 982696887928094720, 'contributors': None}",True,False,True,the grugq,1
59,2519434339,2519434339,butt_things,butts,butts. butt botts. butt things. https://t.co/9K7GC6ImGN #rumpology - @speckninja (bot favs tweets containing 'butt'),https://t.co/W5VtivN26Q,4506,5001,116,Sat May 24 04:02:55 +0000 2014,77046,False,106631,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 2, 'id_str': '982702550846615552', 'in_reply_to_screen_name': None, 'favorite_count': 2, 'retweeted': False, 'favorited': False, 'lang': 'es', 'created_at': 'Sat Apr 07 19:32:00 +0000 2018', 'is_quote_status': False, 'text': 'butt esquires', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://butts.example.com/"" rel=""nofollow"">butt_things</a>', 'id': 982702550846615552, 'contributors': None}",False,False,False,buttbott,1
60,2529023630,2529023630,cgagraphics,#botALLY,8086 in Turbo Mode • by @derekarnold,http://t.co/HGEP3DYuKt,1286,11,123,Wed May 28 04:13:22 +0000 2014,4,False,72096,en,"{'retweeted': False, 'in_reply_to_status_id_str': '815031754574745600', 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '815032001736675328', 'in_reply_to_screen_name': 'Lowpolybot', 'possibly_sensitive': False, 'favorite_count': 2, 'contributors': None, 'favorited': False, 'created_at': 'Sat Dec 31 03:09:06 +0000 2016', 'is_quote_status': False, 'text': '@Lowpolybot https://t.co/lYeE14VHmv', 'in_reply_to_status_id': 815031754574745600, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 2865812463, 'name': 'Lowpoly Bot', 'indices': [0, 11], 'id_str': '2865812463', 'screen_name': 'Lowpolybot'}], 'media': [{'expanded_url': 'https://twitter.com/cgagraphics/status/815032001736675328/photo/1', 'type': 'photo', 'media_url_https': 'https://pbs.twimg.com/media/C0-TSPtXcAAjRkC.jpg', 'id_str': '815031999241089024', 'id': 815031999241089024, 'display_url': 'pic.twitter.com/lYeE14VHmv', 'url': 'https://t.co/lYeE14VHmv', 'media_url': 'http://pbs.twimg.com/media/C0-TSPtXcAAjRkC.jpg', 'indices': [12, 35], 'sizes': {'thumb': {'resize': 'crop', 'h': 150, 'w': 150}, 'large': {'resize': 'fit', 'h': 800, 'w': 960}, 'small': {'resize': 'fit', 'h': 567, 'w': 680}, 'medium': {'resize': 'fit', 'h': 800, 'w': 960}}}]}, 'extended_entities': {'media': [{'expanded_url': 'https://twitter.com/cgagraphics/status/815032001736675328/photo/1', 'type': 'photo', 'media_url_https': 'https://pbs.twimg.com/media/C0-TSPtXcAAjRkC.jpg', 'id_str': '815031999241089024', 'id': 815031999241089024, 'display_url': 'pic.twitter.com/lYeE14VHmv', 'url': 'https://t.co/lYeE14VHmv', 'media_url': 'http://pbs.twimg.com/media/C0-TSPtXcAAjRkC.jpg', 'indices': [12, 35], 'sizes': {'thumb': {'resize': 'crop', 'h': 150, 'w': 150}, 'large': {'resize': 'fit', 'h': 800, 'w': 960}, 'small': {'resize': 'fit', 'h': 567, 'w': 680}, 'medium': {'resize': 'fit', 'h': 800, 'w': 960}}}]}, 'in_reply_to_user_id_str': '2865812463', 'in_reply_to_user_id': 2865812463, 'truncated': False, 'geo': None, 'source': '<a href=""http://cga.graphics"" rel=""nofollow"">CGAGraphics2</a>', 'id': 815032001736675328, 'lang': 'und'}",False,False,False,cga.graphics,1
61,2567065662,2567065662,bot_things,,by @dbaker_h // avatar courtesy of @GenerateAFace,,156,5,21,Sat Jun 14 13:05:30 +0000 2014,5,False,3497,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '684680043604230144', 'in_reply_to_screen_name': None, 'favorite_count': 2, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Wed Jan 06 10:16:57 +0000 2016', 'is_quote_status': False, 'text': 'bot bookish', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""https://twitter.com/bot_things"" rel=""nofollow"">bot_things</a>', 'id': 684680043604230144, 'contributors': None}",False,False,False,botbot,1
62,2580734636,2580734636,OrangeYoshiOne,,go subscribe to my channel http://t.co/tMLNHqUGp9,,63,230,7,Sat Jun 21 16:51:10 +0000 2014,45,False,470,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '800957408990228480', 'in_reply_to_screen_name': None, 'favorite_count': 0, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Tue Nov 22 07:01:42 +0000 2016', 'is_quote_status': False, 'text': 'guys im fanilly back', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 800957408990228480, 'contributors': None}",False,False,False,Yoshi,1
